ApplicantID,Industry,CompanyName,JobDescription,Position,Salary,YearsOfExperience
18639,manufacturing produksi mancismakananminuman kontraktor factory manufacturing produksi karet property peegudanganperiklanan,ptuni perkasa ptsubur sari lastderic pt fairco bumi lestari pt adhi kartika jaya,membuat perencanaan produksimemastikan setiap alur produksi bekerja dengan baikmemastikan hasil produksi tercapai memastikan bahan baku mencukupi layakmengurangi hasil produk gagal memanfaatkan produk gagal dengan baik memastikan sop berjalan dengan baik memeriksa data yang di buat kepala divisi hasil produksi juga pengendalian bahan baku beserta data nyamemastikan tpm learn manufacturing berjalan dengan baik memeriksa hasil pekerjaan juga memeriksa dan menyetujui hasil data yg di produksi memeriksa dan menyetujui gaji pekerja harian borongan yang di buat admin mengatur membuat perencanaan memeriksa menilai setiap keseluruhan operasional pabrik projects juga kantormenyetujui memeriksa dan mengetahui alur keuangan perusahaanmenyetujui memeriksa dan mengetahui projects yang di ambilmemimpin setiap rapat baik internal maupun eksternalmelakukan hubungan baik dalam instansi yang terkait baik masyarakat vendor maupun pemerintahmemimpin audit lapangan projects factorymemastikan sop berjalan dengan baikmemastikan iso tpm learn manufacturing keselamatan kerja berjalan dengan baik memastikan projects berjalan dengan lancar memecahkan segala persoalan yang timbul membuat merencanakan mengatur memeriksa juga menilai setiap operasional pekerjaan dalam factory perusahaanmengendalikan keluar masuk keuangan dalam factorymemastikan sop berjalan dengan baikmemastikan hasil produksi bagus juga mengurangi barang rusak di factory dalam produksimemastikan bahan baku yg di pesan sesuai dgn perusahaanmemastikan program program perusahaan berjalan dengan baik tpm learn manufacturing memastikan iso dalam perusahaan berjalanmeningkatkan hasil mutu dan kualitas produksi membuat merencanakan memeriksa mengatur menilai segala jenis kegiatan operasional projects maupun producememeriksa menyetujui jo yang adamemimpin setiap meeting yang ada baik untuk internal maupun eksternalmemeriksa menyetujui rab memeriksa menyetujui dan mengetahui pengeluaran dana perusahaan memastikan sop berjalan dengan baikmelakukan kordinasi kerjasama dalam pengauditan bersama dengan bagian sistemmengontrol dan memastikan bahan yang di pakai sesuai dengan standard yg sudah di tetapkan perusahaan menyelesaikan segala persoalan persoalan yang timbulmemastikan tpm di perusahaan berjalan,manager produksi general manager manager operasional manager operasional projec produc,7500000,13
18647,kontraktor interior,pt adika prakasaindah,menghitung rencana anggaran biaya suatu proyek menyeleksi supliyer yang akan mengerjakan orderan dan bernegosiasi dengan supliyer,estimator,2500000,0
18651,developer developer,gunawangsa group cowellmutiara berlian cemerlang,selling apartment units as much as possible and providing information about apartments as detailed and truthful as possible to consumers selling apartment units as much as possible and providing information about apartments as detailed and truthful as possible to consumers,marketing marketing,3000000,8
18664,bank,pt bank negara indonesia,serve financial transaction and non financial to every customer especially to bni customer,financial assistant,5500500,0
18674,perbankan perbankan,bank bii bank permata,sistem pengecekan kartu kredit membuat reporting data berdasarkan penjualan sales report harian bulanan dan untuk bahan metting,sid checking akki checking team leader mis,3750000,3
18681,selling and manufacturing,pt palmy rafa mandiri,work as admin staff finance and doing all kinds of administration and finance filling documents cost of sell and many more,admin finance staff,1500000,0
18684,ground handling airport service,pt gapura angkasa cab hlp,membuat laporan manajemen produksi beban dan pendapatan membuat laporan ppn masukan keluaranmembuat laporan piutangmenjurnal accrue pendapatan accrue beban beban amortisasi pendapatan piutang beban hutang sap menyusun rencana anggaran beban pendapatan serta kontrol anggaran beban,staff accounting,4300000,2
18687,it konsultan multifinance,pt indocyber global teknologi pt intan baruprana finance tbk,membuat aplikasi berbasis web dan andoid menjaga jaringan lan server memaintance aplikasi menarik data dari server,it programmer mis officer,3850000,0
18689,hotel manufacturing apartment general contractor,grand darmo hotel  apartment surabaya pt indowire prima industrindo soho skyloft  the voila apartment  managed by jll pt wahyu adi guna surabaya,   ,f b service staff admin accounting purchasing staff purchasing staff,3350000,2
18691,agency advertising,fortune indonesia,maintenance installation softwarehardware maintenance web build program internal,it staff,3000000,0
18694,properti and wisata,pt arion paramita holding company,membuat perjanjian filing file file perjanjian dokumen hukum mengerjakan legalitas perusahaan dll,corporate legal staff,5500000,1
18700,telekomunikasi ecommerce,pt telkom indonesia bizzy commerce indonesia,melakukan liputan kegiatan yang di lakukan oleh pt telkom indonesia membuat berita mengenai kegiatan yang di lakukan oleh pt telkom untuk di upload ke portal berita internal pt telkom monitoring berita mengenai pt telkom pada media cetak di setiap harinya menganalisa berita mengenai pt telkom khususnya berita yang memuat konten negatif mengenai pt telkom untuk selanjutnya memberikan beberapa solusi dan pemecahan masalah atas berita tersebut menjadi mc pada acara pembelakan magang yang di selenggarakan oleh pt telkom indonesia monitoring proses so sales order hingga menjadi po purchase order mengurus eskalasi menganai so yang akan di buat po menjadi gate antara beberapa divisi seperti sales support merchandiser consolidation support membuat laporan setiap harinya mengenai so dan po yang di buat membuat laporan pada excel dan update di sistem powerapps mengenai so pending po setiap harinya,internship public relation buyer support,2000000,0
18701,kantor hukum,fast law firm coorporate,bekerja profesional dalam bidang hukum legalitas perusahaan pendampingan hukum di hadapan kepolisian kejaksaan dan pengadilan serta review kontrak kontrak dan perizinan,legal manager,3500000,1
18702,oil and gas pendidikan pendidikan,pt elnusa petrofin pt ruang raya indonesia ruanggurucom universitas al azhar indonesia,menjalankan program graduate trainee dibeberapa universitas ternama di indonesia mulai dari shortlisted berdasarkan akreditasi universitas ipk kandidat intruksi alat tes skoring hasil tes dan penjadwalan wawancara melakukan rekrutmen dan seleksi khusus internship seluruh divisi dan beberapa posisi lainnya pekerjaan dilakukan berbasis google suites google drive excel calender dan interview via telepon wakil rektor iv bidang inovasi kewirausahaan dan pengembangan saya dibawah naungan dua dosen yang memiliki ide kreatif untuk memberikan inovasi lebih bagi universitas al azhar indonesia pekerjaan yang dilakukan tidak hanya surat menyurat namun juga mendesain poster banner untuk setiap acara yang dilakukan dan merekap kwitansi pembelian barang,internship hr recruitment internship hr recruitment staff administrasi,1500000,0
18708,logam,pt suka jadi logam,menyusun dan membuat laporan keuangan perusahaan menyusun dan membuat laporan perpajakan perusahaan membuat kartu hutang dan piutang input transaksi harian kas dan bank membuat bukti transaksi harian melakukan arsip dan memastikan kelengkapan dokumen yang berhubungan dengan transaksi keuangan terlaksana dengan baik membuat laporan perubahan harta pribadi pemilik perusahaan,staf akuntansi,4100000,0
18711,telecommunication computer  information technology software telecommunication,pt aplikanusa lintasarta pt garena indonesia pt nettocyber indonesia,menangani troubleshot vsat radio link instalasi vsat dan radio link survey lokasi customer menjadi teknisi lapangan untuk memasang software dari produk perusahaan menangani semua software dan hardware yang ada di warnet game online membantu beberapa pekerjaan it manager di shangri la hotel menangani masalah hardware komputer printer dan beberapa software menangani problem jaringan internet dan wifi tamu hotel,field technician field technician staff it hospitality,3166666,2
