JobID;JobTitle;DescriptionRequirement
1251;admin engineering & ga;koordinasi dengan staf administrasi sekretaris divisi lain jika ada meeting gabungan atau kegiatan lainnya mengumpulkan dan menyusun dokumen menbantu rekap ijin karyawan membuat laporan absensi karyawan membuat notulen meeting membuat dan mengirim surat untuk keperluan perusahaan usia maksimal tahun pendidikan minimal segala jurusan pengalaman minimal tahun sebagai admin staff di perusahaan property disiplin tanggung jawab jujur inisiatif komunikatif dan mempunyai presentation skill detail target oriented penempatan di surabaya
1252;legal staff;menyusun surat somasi pengalaman mengikuti proses persidangan baik pidana maupun persidangan perdata pengalaman membuat laporan polisi usia min th dengan lulusan hukum menguasai bhs inggris mampu menyusun review legal letter lebih disukai memiliki pengalaman litigasi di pengadilan terbiasa menangani kasus penipuan dan penggelapan bisa memberikan second opinion kepada perusahaan ipk min skala tegas disiplin bertanggung jawab mampu bekerja secara tim atau individu siap bekerja dibawah tekanan memiliki sertifikat pendidikan khusus profesi advokat pkpa
1253;engineering staff;menangani work order penghuni yang di order oleh supervisor atau asst chief engineer dan memberi laporan kepada supervisor bila ditemui masalah masalah yang tidak dapat ditangani sendiri menangani work order preventive maintenance yang di order oleh supervisor menangani project project khusus yang ditangani oleh engineering department segera melaporkan kelainan kelainan atau gangguan gangguan yang ditemui kepada atasan langsung menjaga dan merawat semua peralatan dan tool memberi masukan masukan atau usulan usulan untuk penyempurnaan system perawatan dan operasional laki laki usia maksimal tahun pendidikan min smk jurusan listrik sipil mesin bertanggung jawab disiplin jujur mampu bekerja dalam tim bersedia bekerja shift mampu berkomunikasi berkoordinasi dengan baik bersedia ditempatkan di surabaya
1254;sales executive (goverment segment);become sales executive for gunawangsa hotel merr manyar female experience in hospitality industry minimum year has good personality attitude experience with vhp hotel system willing to become key player in dynamic team and able to work as team
1255;finance & accounting;menerima pd dari pajak ijin mengecek lampiran pd maksimal usia th pendidikan akuntansi memiliki kemampuan dalam berkomunikasi negosiasi analisa dan team work pengalaman dibidan yang sama th
1256;finance collection;menyimpan kas kecil menyiapkan tanda terima receipt atas pembayaran dari pemilik unit penyewa menyiapkan reimbursement kas kecil membuat list deposit membuat faktur pajak sederhana pekerjaan lainnya yang ditugaskan secara khusus oleh perusahaan usia maksimal tahun pendidikan minimal akuntansi disiplin tanggung jawab jujur inisiatif komunikatif detail oriented penempatan di jakarta
1257;admin gudang;melakukan pengaturan administrasi gudang perusahaan melakukan pembelian penawaran ke supplier menjaga keamanan stock gudang melakukan stock opname gudang dilakukan bersama dengan akunting dan operational manager usia maksimal tahun pendidikan minimal smk pengalaman minimal tahun freshgraduated disiplin tanggung jawab jujur inisiatif komunikatif dan mempunyai presentation skill mempunyai leadership yang baik target oriented detail oriented penempatan di surabaya
1258;accounting staff;membuat dan menginput jurnal membuat laporan keuangan mengawasi transaksi keuangan membuat rekonsiiliasi data keuangan monitoring data keuangan perusahaan usia maksimal tahun pendidikan minimal akuntansi ipk minimal pengalaman kerja tahun mengetahui tentang perpajakan bisa membuat laporan keuangan penempatan surabaya
1259;tim led;melakukan administrasi berkas berkas it melakukan check list inventory it laki laki atau perempuan maksimal usia th minimal pendidikan diploma atau sederajat setidaknya memiliki pengalaman tahun sebagai ga fresh graduate boleh melamar multi tasking dan mau belajar memiliki pengetahuan mengenai vehicle kendaraan memiliki kemampuan analisa dan administrasi yang baik siap bekerja dibawah tekanan
1260;admin support business development;commerce instagram booster membuat surat perkenalan ke calon bisnis partner korespondensi ke bisnis partner dapat juga di libatkan di event activity sifatnya kondisional membantu mengembangkan strategy business development yang dibuat oleh managar business development wanita thn penampilan menarik setara manajemen bisnis international menguasai lancar microsoft word excell dan power point menguasai bahasa english tulisan lisan lebih di utamakan korespondensi ke bisnis partner mengatur jadwal meeting dan appointment ke relasi membantu dalam strategy commerce meliputi social media dll administrasi umum termasuk administrasi project tender
1261;legal staff;menyusun surat somasi pengalaman mengikuti proses persidangan baik pidana maupun persidangan perdata pengalaman membuat laporan polisi usia min th dengan lulusan hukum menguasai bhs inggris mampu menyusun review legal letter lebih disukai memiliki pengalaman litigasi di pengadilan terbiasa menangani kasus penipuan dan penggelapan bisa memberikan second opinion kepada perusahaan ipk min skala tegas disiplin bertanggung jawab mampu bekerja secara tim atau individu siap bekerja dibawah tekanan memiliki sertifikat pendidikan khusus profesi advokat pkpa
1262;marketing software;memasarkan produk ke semua instansi perusahaan komunitas lembaga all client negosiasi meyakinkan dan memotivasi client melakukan edukasi mengenai produk produk perusahaan presentasi produk membina hubungan baik dengan client pendidikan min teknik informatika usia max tahun pengalaman min tahun sesuai dengan bidangnya memiliki kemampuan komunikasi yang baik mampu bekerja secara team maupun individual memiliki inisiatif dan improvisasi yang kuat siap bekerja sesuai target penempatan surabaya
1263;general affair;melakukan administrasi berkas berkas ga melakukan check list driver laki laki atau perempuan maksimal usia th minimal pendidikan diploma atau sederajat setidaknya memiliki pengalaman tahun sebagai ga fresh graduate boleh melamar multi tasking dan mau belajar memiliki pengetahuan mengenai vehicle kendaraan memiliki kemampuan analisa dan administrasi yang baik siap bekerja dibawah tekanan
1264;sekretaris accounting;membuat dan menginput jurnal membuat laporan keuangan mengawasi transaksi keuangan membuat rekonsiiliasi data keuangan monitoring data keuangan perusahaan minimal pendidikan akuntansi minimal ipk bersedia bekerja mobile dan siap bekerja dibawah tekanan terbiasa menggunakan aplikasi accounting dan microsoft excel
1265;surveyor general operation;survey tiap lokasi space iklan pt warna warni media pelaporan hasil survey harian pria pendidikan minimal sma sederajat maksimal usia tahun mampu mengendarai sepeda motor dan menggunakan kamera memiliki kendaraan pribadi motor memiliki sim aktif bersedia bekerja lapangan
1266;admin legal;melakukan administrasi berkas berkas legal melakukan check list legal laki laki atau perempuan maksimal usia th minimal pendidikan diploma atau sederajat setidaknya memiliki pengalaman tahun sebagai administrasi fresh graduate boleh melamar multi tasking dan mau belajar memiliki kemampuan analisa dan administrasi yang baik siap bekerja dibawah tekana
1267;operational manager;bertanggung jawab terhadap seluruh operasional gedung antara lain pemeliharaan gedung perbaikan renovasi safety gedung dan kebersihan serta keamanan menyusun budget operasional gedung memastikan efektivitas biaya dan efisiensi energy membina hubungan baik dengan tenant dan pihak eksternal menyusun serta menerapkan sop mengawasi kinerja kontraktor dan vendor security cleaning service parkir menampung dan menyelesaikan segala complain para penghuni merencanakan mengkoordinasikan mengevaluasi dan mengusulkan pemecahan masalah dalam melaksanakan pengelolaan gedung mengendalikan dan mengambil tindakan perbaikan terhadap kinerja kelancaran keuangan perusahaan sesuai dengan rencana budget yang ditetapkan memahami dan menjabarkan kebijakan yang telah ditetapkan direksi pprs kedalam rencana kerja pengelolaan gedung close tidak jadi cari usia minimal tahun pendidikan minimal segala jurusan pengalaman minimal tahun di mall atau apartemen disiplin tanggung jawab jujur inisiatif komunikatif dan mempunyai presentation skill tegas dan detail oriented paham soal aturan outsourcing memiliki sikap leadership yang kuat penempatan di surabaya
1268;graphic design;berpikir kreatif untuk menghasilkan ide ide dan konsep konsep baru dan mengembangkan desain interaktif menggunakan inovasi untuk mendefinisikan kembali desain dalam keterbatasan biaya dan waktu mempresentasikan ide dan konsep yang telah dibuat proofreading untuk menghasilkan karya yang akurat dan berkualitas tinggi menunjukkan keterampilan ilustrasi dengan sketsa kasar bisa design bisa sebagai nilai lebih bekerja sebagai bagian dari tim dengan copywriter fotografer penata ilustrator desainer lain account executive dan spesialis pemasaran double posting usia maksimal tahun pendidikan minimal desain komunikasi visual pengalaman minimal tahun di perusahaan design bisa sketsa tangan disiplin tanggung jawab jujur inisiatif komunikatif dan mempunyai presentation skill bisa bekerja dengan deadline yang ketat kreatif diutamakan bisa sketsa tangan penempatan di surabaya
1269;graphic design;berpikir kreatif untuk menghasilkan ide ide dan konsep konsep baru dan mengembangkan desain interaktif menggunakan inovasi untuk mendefinisikan kembali desain dalam keterbatasan biaya dan waktu mempresentasikan ide dan konsep yang telah dibuat proofreading untuk menghasilkan karya yang akurat dan berkualitas tinggi menunjukkan keterampilan ilustrasi dengan sketsa kasar bisa design bisa sebagai nilai lebih bekerja sebagai bagian dari tim dengan copywriter fotografer penata ilustrator desainer lain account executive dan spesialis pemasaran usia maksimal tahun pendidikan minimal desain komunikasi visual pengalaman minimal tahun di perusahaan design bisa sketsa tangan disiplin tanggung jawab jujur inisiatif komunikatif dan mempunyai presentation skill bisa bekerja dengan deadline yang ketat kreatif diutamakan bisa sketsa tangan penempatan di surabaya
1270;admin foto;cekatan kreatif komunikatif fresh graduate dipersilahkan good looking dan bisa kerjasama dalam tim berpengalaman minimal tahun sebagai desain grafis lebih disukai menguasai program photoshop utama dan corel draw
1271;marketing communication;membangun dan menjaga hubungan kerjasama dengan perusahaan media event organizer menyusun rencana dan jadwal pameran event dan mengorganisir event berkala menyediakan media promosi pada setiap penyelenggarakan pameran memonitor pelaksaan event memonitor tingkat kepuasan tenant dan pengunjung terhadap event dan pelayanan mall mengawasi mengendalikan dan mengevaluasi budget pelaksanaan event bekerjasama dengan pihak sponsor agar event berjalan sukses melakukan koordinasi dengan departmen lain agar event berjalan lancar usia max tahun pendidikan minimal segala jurusan memiliki pengalaman kerja sebagai marcomm min tahun di mall kreatif inisiatif mampu bekerja dengan deadline yang sangat ketat memiliki koneksi yang luas terutama komunitas anak muda mahir menggunakan software design sebagai nilai tambah tidak jadi cari
1272;tenant relation;menjalin dan membina hubungan baik dengan semua penghuni baik pemilik maupun penyewa di gunawangsa apartment menerima keluhan dari penghuni baik tertulis maupun lisan dan menindaklanjuti setiap keluhan sampai tuntas sesuai dengan prosedur yang ada memahami dengan baik dan benar gunawangsa apartment house rules regulations serta perubahan perubahan ketentuan yang ada di dalamnya memahami dan menjalani semua prosedur prosedur yang ada melakukan kerjasama dan koordinasi dengan departemen departemen lain untuk dapat memberikan pelayanan yang terbaik kepada semua penghuni membantu chief tenant relation mendata kendaraan penghuni dan pengurusan sticker decal mendata semua karyawan penghuni dan perubahannya serta menyiapkan kartu identitas untuk karyawan penghuni membantu finance accounting department untuk mengingatkan penghuni atas keterlambatan pembayaran membantu chief tenant relation memonitor dan menyelia security dalam menjalankan tugas mereka membantu chief tenant relation memonitor cara kerja dan effektivitas kerja dari engineering membantu chief tenant relation menyiapkan sirkulasi edaran kepada penghuni dalam hal peraturan pemberitahuan dan lain lain setelah disetujui oleh building manager dan atau general manager membantu chief tenant relation membuat rencana tahunan untuk kegiatan kegiatan bersama dengan penghuni dan turut serta aktif dalam kepanitiaannya pekerjaan lainnya yang ditugaskan secara khusus oleh perusahaan usia maksimal tahun pendidikan semua jurusan pengalaman minimal tahun diposisi yang sama lebih diutamakan penampilan menarik menguasai microsoft office memiliki kemampuan komunikasi yang baik bertanggung jawab teliti jujur dan disiplin mampu berbahasa inggris
