ApplicantID;Position;JobDescription
25550;guru komputer it support data analys/doc support;mengajar dibidang komputer mulai dari perakitan pc built trouble pada pc hardware instalasi so berbasis gui dan text linux membangun web dinamis berbasis html membangun jaringan berbasis lan local area network dan pemasangan kabel jaringan test connection wireless dan modem membangun web lanjutan html dan php pemrograman visual basic dasar membangun jaringan berbasis luas man wan test connection pada jaringan mulai dari configurasi router swith modem wireless os lanjutan membangun server berbasis gui dan text windows server windows server dan linux ubuntu lts membangun web lanjutan dreamweaver php dan html instalasi dan konfigurasi hardware system operasi dan aplikasi computer memonitor dan perawatan system computer dan jaringan berkomunikasi dengan staff atau klien melalui serengkaian tindakan baik tatap muka atau melalui telepon untuk membantu mengatur system atau memecahkan masalah troubleshooting masalah system dan jaringan mendiagnosa dan memecahkan masalah hardware dan software mengganti part yang diperlukan menganalisa system fidusia and dokument analisis melalukan pengecekan apakah system yg di input cmo sudah benar dan sesuai ketentuan yg berlaku di perusahan seletah melaukan pengecekan data dan dokument sudah benar tahap selanjutnya system masuk ke printing dokumet dan siap untuk berkas po
25562;operator;mencari dan mengumpulkan data dari alumni kemudian menginput data tersebut ke web cdc universitas bung hatta www cdc bunghatta ac id
25572;taskforce 4g supervisor - it division account officer;representing from accounting division in an it project in developing new core system confins th generation and fully responsible for journals and coa chart of account in several transactions in the time of migration from confins to confins supporting finance division in reconciling of ap transactions supporting accounting division start from setting users access office bank accounts hq branches coa chart of account and payment allocations also monitoring and solving several issues in on line payment transactions supporting by remote from headquarter office several transaction and issues in finance at branch also monitoring and solving several issues in cashier transactions designing chart of account coa account description and mapping it properly into each financial statement income statement and balance sheet manually using ms excel making daily till monthly journal from its operational transaction using cash basis method and then posting it into proper account preparing cost of sales report for supporting me in making profit loss report each events to calculate incentives and bonuses making monthly financial report income statement balance sheet for stakeholders filing and documentation
25578;in game monitoring operasional design graphics it support;memonitoring game membuat laporan harian menyiapkan segala keperluan untuk driver setting handphone driver membuat email troubleshoot dll mengelola website membuat design menggelola commerce tokopedia bli bli etc mengelola sosial media dan sablon merancang jaringan monitoring jaringan troubleshoot jaringan access point cctv printer computer dan lainnya serta maintenance membuat laporan dgn ms word dan ms excel terbiasa menghadapi client via whatsapp email maupun bertemu langsung
25579;supervisor;mengawasi jalannya operasional outlet membuat jadwal kerja bertanggung jawab penuh terhadap owner merekrut tenaga kerja baru bila dibutuhkan
25590;account executive;mencari nasabah baru berkoordinasi dengan bagian actuary dan klaim menjaga hubungan baik dengan klien
25656;business consultant business consultant;melakukan penelitian dan pengumpulan data calon nasabah melalui data base yang disediakan kantor mengatur waktu bertemu dengan calon nasabah menyiapkan proposal bisnis dan presentasi mengidentifikasi masalah dan membentuk hipotesis dan solusi mempresentasikan temuan dan rekomendasi kepada calon nasabah menerapkan rekomendasi dan memastikan calon nasabah menerima bantuan yang diperlukan untuk melaksanakan semua itu menjalin hubungan baik dengan calon nasabah untuk selalu memberi informasi dari kemajuan dan untuk membuat keputuasan yang relevan melakukan penelitian dan pengumpulan data calon nasabah melalui data base yang disediakan kantor mengatur waktu bertemu dengan calon nasabah menyiapkan proposal bisnis dan presentasi mengidentifikasi masalah dan membentuk hipotesis dan solusi mempresentasikan temuan dan rekomendasi kepada calon nasabah menerapkan rekomendasi dan memastikan calon nasabah menerima bantuan yang diperlukan untuk melaksanakan semua itu menjalin hubungan baik dengan calon nasabah untuk selalu memberi informasi dari kemajuan dan untuk membuat keputuasan yang relevan
25675;staff staff staff;divisi kartu atm dan kartu kredit di menara bni data badan usaha di bagian kepegawaian sebagai pekerja honorer
25688;mep staff;memastikan semua utility aman dan melakukan preventive maintenance dalam satu gedung
25693;assistant event marketing & iklan display marketing;bertanggung jawab dan melaksanakan fungsi manajemen event yang terdiri dari perencanaan pengorganisasian pelaksanaan melakukan monitoring dan evaluasi seluruh tahapan tahapan pelaksanaan event pt dbl indonesia bertanggung jawab untuk merancang menciptakan dan menyampaikan program pemasaran yang efektif untuk mendukung pertumbuhan perusahaan pengembangan pelaksanaan program loyalti pelanggan bertanggung jawab memastikan iklan klien sesuai pedoman desain teknis kualitas dan konten memasrkan industrial cleaning service di sektor industri oil gas petrochemical menjalin menjaga hubungan pelanggan mengidentifikasi target pasar dan strategi pemasaran yang tepat
25706;admin admin marketing marketing administrasi umum administrasi umum;marketing funding marketing funding
25737;teller;melayani semua transaksi nasabah dan menjalin hubungan baik dengan nasabah
25745;staf ekspor;
25776;casual leasing personal assistant for director;menjual tenant untuk di sewakan ke customer memastikan customer dapat loading in dan loading out aman memastikan tenant sold out sebelum deadlinenya memastikan pembayaran customer clear sebelum event berjalan mengurus administrasi yang dibutuhkab pt sinergy power source operational menyediakan keperluan direktur ex booking tiket ingatkan jadwal dan semacamnya surat menyurat filling document finance ex membuat laporan pemakaian batubara pt abyakta berakah ganda project membuat laporan pajak mencatat seluruh pemasukan dan pengeluaran keuangan perusahaan finance mengecek kelengkapan dokumen untuk dilakukan payment membuat spk po ba memo surat menyurat filling document hrd dan ga pt forest supply corp dan pt dwipa nata berakah project membuat laporan pajak mencatat pemasukan dan pengeluaran keuangan perusahaan finance surat menyurat filling document cv daya mandiri resources milik direktur pribadi mempersiapkan kelengkapan dokumen guna pendaftaran api dan nik membuat form invoice surat jalan dan quotation
